CARD SET,CARD NUMBER,ATHLETE,TEAM,SEQUENCE
Rookie Jerseys Gold,12,Saniya Rivers,Connecticut Sun,10
Rookie Jerseys Gold,13,Sarah Ashlee Barker,Los Angeles Sparks,10
Rookie Jerseys Gold,14,Te-Hina Paopao,Atlanta Dream,10
Rookie Jerseys Gold,15,Sonia Citron,Washington Mystics,10
Rookie Jerseys Green,1,Georgia Amoore,Washington Mystics,30
Rookie Jerseys Green,2,Aziaha James,Dallas Wings,30
Rookie Jerseys Green,3,Hailey Van Lith,Chicago Sky,30
Rookie Jerseys Green,4,Ajsa Sivka,Chicago Sky,30
Rookie Jerseys Green,5,Paige Bueckers,Dallas Wings,30
Rookie Jerseys Green,6,Makayla Timpson,Indiana Fever,30
Rookie Jerseys Green,7,Lucy Olsen,Washington Mystics,30
Rookie Jerseys Green,8,Aneesah Morrow,Connecticut Sun,30
Rookie Jerseys Green,9,Kiki Iriafen,Washington Mystics,30
Rookie Jerseys Green,10,Maddy Westbeld,Chicago Sky,30
Rookie Jerseys Green,11,Dominique Malonga,Seattle Storm,30
Rookie Jerseys Green,12,Saniya Rivers,Connecticut Sun,30
Rookie Jerseys Green,13,Sarah Ashlee Barker,Los Angeles Sparks,30
Rookie Jerseys Green,14,Te-Hina Paopao,Atlanta Dream,30
Rookie Jerseys Green,15,Sonia Citron,Washington Mystics,30
Rookie Jerseys Holo Platinum Blue,1,Georgia Amoore,Washington Mystics,1
Rookie Jerseys Holo Platinum Blue,2,Aziaha James,Dallas Wings,1
Rookie Jerseys Holo Platinum Blue,3,Hailey Van Lith,Chicago Sky,1
Rookie Jerseys Holo Platinum Blue,4,Ajsa Sivka,Chicago Sky,1
Rookie Jerseys Holo Platinum Blue,5,Paige Bueckers,Dallas Wings,1
Rookie Jerseys Holo Platinum Blue,6,Makayla Timpson,Indiana Fever,1
Rookie Jerseys Holo Platinum Blue,7,Lucy Olsen,Washington Mystics,1
Rookie Jerseys Holo Platinum Blue,8,Aneesah Morrow,Connecticut Sun,1
Rookie Jerseys Holo Platinum Blue,9,Kiki Iriafen,Washington Mystics,1
Rookie Jerseys Holo Platinum Blue,10,Maddy Westbeld,Chicago Sky,1
Rookie Jerseys Holo Platinum Blue,11,Dominique Malonga,Seattle Storm,1
Rookie Jerseys Holo Platinum Blue,12,Saniya Rivers,Connecticut Sun,1
Rookie Jerseys Holo Platinum Blue,13,Sarah Ashlee Barker,Los Angeles Sparks,1
Rookie Jerseys Holo Platinum Blue,14,Te-Hina Paopao,Atlanta Dream,1
Rookie Jerseys Holo Platinum Blue,15,Sonia Citron,Washington Mystics,1
Rookie Jerseys Prime,2,Aziaha James,Dallas Wings,25
Rookie Jerseys Prime,3,Hailey Van Lith,Chicago Sky,25
Rookie Jerseys Prime,4,Ajsa Sivka,Chicago Sky,25
Rookie Jerseys Prime,5,Paige Bueckers,Dallas Wings,25
Rookie Jerseys Prime,6,Makayla Timpson,Indiana Fever,25
Rookie Jerseys Prime,8,Aneesah Morrow,Connecticut Sun,25
Rookie Jerseys Prime,10,Maddy Westbeld,Chicago Sky,25
Rookie Jerseys Prime,11,Dominique Malonga,Seattle Storm,25
Rookie Jerseys Prime,12,Saniya Rivers,Connecticut Sun,25
Rookie Jerseys Prime,13,Sarah Ashlee Barker,Los Angeles Sparks,25
Rookie Jerseys Prime,14,Te-Hina Paopao,Atlanta Dream,25
Rookie Jerseys Prime,15,Sonia Citron,Washington Mystics,25
Rookie Jerseys Red,1,Georgia Amoore,Washington Mystics,
Rookie Jerseys Red,2,Aziaha James,Dallas Wings,
Rookie Jerseys Red,3,Hailey Van Lith,Chicago Sky,
Rookie Jerseys Red,4,Ajsa Sivka,Chicago Sky,
Rookie Jerseys Red,5,Paige Bueckers,Dallas Wings,
Rookie Jerseys Red,6,Makayla Timpson,Indiana Fever,
Rookie Jerseys Red,7,Lucy Olsen,Washington Mystics,
Rookie Jerseys Red,8,Aneesah Morrow,Connecticut Sun,
Rookie Jerseys Red,9,Kiki Iriafen,Washington Mystics,
Rookie Jerseys Red,10,Maddy Westbeld,Chicago Sky,
Rookie Jerseys Red,11,Dominique Malonga,Seattle Storm,
Rookie Jerseys Red,12,Saniya Rivers,Connecticut Sun,
Rookie Jerseys Red,13,Sarah Ashlee Barker,Los Angeles Sparks,
Rookie Jerseys Red,14,Te-Hina Paopao,Atlanta Dream,
Rookie Jerseys Red,15,Sonia Citron,Washington Mystics,
Season Highlights,1,Tina Charles,Atlanta Dream,99
Season Highlights,2,A'ja Wilson,Las Vegas Aces,99
Season Highlights,3,Caitlin Clark,Indiana Fever,99
Season Highlights,4,Napheesa Collier,Minnesota Lynx,99
Season Highlights,5,Allisha Gray,Atlanta Dream,99
Season Highlights,6,Caitlin Clark,Indiana Fever,99
Season Highlights,7,Arike Ogunbowale,Dallas Wings,99
Season Highlights,8,Breanna Stewart,New York Liberty,99
Season Highlights,9,Caitlin Clark,Indiana Fever,99
Season Highlights,10,DiJonai Carrington,Connecticut Sun,99
Season Highlights,11,Allisha Gray,Atlanta Dream,99
Season Highlights,12,Tiffany Hayes,Las Vegas Aces,99
Season Highlights,13,Caitlin Clark,Indiana Fever,99
Season Highlights,14,Napheesa Collier,Minnesota Lynx,99
Season Highlights,15,Sabrina Ionescu,New York Liberty,99
Season Highlights,16,A'ja Wilson,Las Vegas Aces,99
Season Highlights,17,Napheesa Collier,Minnesota Lynx,99
Season Highlights,18,Minnesota Lynx,Minnesota Lynx,99
Season Highlights,19,Angel Reese,Chicago Sky,99
Season Highlights,20,A'ja Wilson,Las Vegas Aces,99
Season Highlights Holo Black,1,Tina Charles,Atlanta Dream,1
Season Highlights Holo Black,2,A'ja Wilson,Las Vegas Aces,1
Season Highlights Holo Black,3,Caitlin Clark,Indiana Fever,1
Season Highlights Holo Black,4,Napheesa Collier,Minnesota Lynx,1
Season Highlights Holo Black,5,Allisha Gray,Atlanta Dream,1
Season Highlights Holo Black,6,Caitlin Clark,Indiana Fever,1
Season Highlights Holo Black,7,Arike Ogunbowale,Dallas Wings,1
Season Highlights Holo Black,8,Breanna Stewart,New York Liberty,1
Season Highlights Holo Black,9,Caitlin Clark,Indiana Fever,1
Season Highlights Holo Black,10,DiJonai Carrington,Connecticut Sun,1
Season Highlights Holo Black,11,Allisha Gray,Atlanta Dream,1
Season Highlights Holo Black,12,Tiffany Hayes,Las Vegas Aces,1
Season Highlights Holo Black,13,Caitlin Clark,Indiana Fever,1
Season Highlights Holo Black,14,Napheesa Collier,Minnesota Lynx,1
Season Highlights Holo Black,15,Sabrina Ionescu,New York Liberty,1
Season Highlights Holo Black,16,A'ja Wilson,Las Vegas Aces,1
Season Highlights Holo Black,17,Napheesa Collier,Minnesota Lynx,1
Season Highlights Holo Black,18,Minnesota Lynx,Minnesota Lynx,1
Season Highlights Holo Black,19,Angel Reese,Chicago Sky,1
Season Highlights Holo Black,20,A'ja Wilson,Las Vegas Aces,1
Season Highlights Holo Gold,1,Tina Charles,Atlanta Dream,10
Season Highlights Holo Gold,2,A'ja Wilson,Las Vegas Aces,10
Season Highlights Holo Gold,3,Caitlin Clark,Indiana Fever,10
Season Highlights Holo Gold,4,Napheesa Collier,Minnesota Lynx,10
Season Highlights Holo Gold,5,Allisha Gray,Atlanta Dream,10
Season Highlights Holo Gold,6,Caitlin Clark,Indiana Fever,10
Season Highlights Holo Gold,7,Arike Ogunbowale,Dallas Wings,10
Season Highlights Holo Gold,8,Breanna Stewart,New York Liberty,10
Season Highlights Holo Gold,9,Caitlin Clark,Indiana Fever,10
Season Highlights Holo Gold,10,DiJonai Carrington,Connecticut Sun,10
Season Highlights Holo Gold,11,Allisha Gray,Atlanta Dream,10
Season Highlights Holo Gold,12,Tiffany Hayes,Las Vegas Aces,10
Season Highlights Holo Gold,13,Caitlin Clark,Indiana Fever,10
Season Highlights Holo Gold,14,Napheesa Collier,Minnesota Lynx,10
Season Highlights Holo Gold,15,Sabrina Ionescu,New York Liberty,10
Season Highlights Holo Gold,16,A'ja Wilson,Las Vegas Aces,10
Season Highlights Holo Gold,17,Napheesa Collier,Minnesota Lynx,10
Season Highlights Holo Gold,18,Minnesota Lynx,Minnesota Lynx,10
Season Highlights Holo Gold,19,Angel Reese,Chicago Sky,10
Season Highlights Holo Gold,20,A'ja Wilson,Las Vegas Aces,10
Signature Series,1,Ticha Penicheiro,Sacramento Monarchs,
Signature Series,2,Nyara Sabally,New York Liberty,
Signature Series,3,Alanna Smith,Minnesota Lynx,
Signature Series,4,Natasha Howard,Indiana Fever,
Signature Series,5,Crystal Dangerfield,Los Angeles Sparks,
Signature Series,6,Erica Wheeler,Seattle Storm,
Signature Series,7,Alysha Clark,Seattle Storm,
Signature Series,8,Alyssa Thomas,Phoenix Mercury,
Signature Series,9,Kayla McBride,Minnesota Lynx,
Signature Series,10,Diana Taurasi,Phoenix Mercury,
Signature Series,11,Bridget Carleton,Minnesota Lynx,
Signature Series,12,Lexie Hull,Indiana Fever,
Signature Series,13,Aliyah Boston,Indiana Fever,
Signature Series,14,Megan Gustafson,Las Vegas Aces,
Signature Series,15,Maya Moore,Minnesota Lynx,
Signature Series,16,Brittney Griner,Atlanta Dream,
Signature Series,17,Brittney Sykes,Washington Mystics,
Signature Series,18,Sydney Colson,Indiana Fever,
Signature Series,19,Cheryl Ford,Detroit Shock,
Signature Series,20,Sue Bird,Seattle Storm,
Signature Series,21,Jordin Canada,Atlanta Dream,
Signature Series,22,Katie Lou Samuelson,Seattle Storm,
Signature Series,23,Dorka Juhasz,Minnesota Lynx,
Signature Series,24,Chelsea Gray,Las Vegas Aces,
Signature Series,25,Allisha Gray,Atlanta Dream,
Signature Series,26,Tina Charles,Connecticut Sun,
Signature Series,27,Leonie Fiebich,New York Liberty,
Signature Series,28,Ariel Atkins,Chicago Sky,
Signature Series,29,Seimone Augustus,Minnesota Lynx,
Signature Series,30,Sophie Cunningham,Indiana Fever,
Signature Series,31,Brionna Jones,Atlanta Dream,
Signature Series,32,Jackie Young,Las Vegas Aces,
Signature Series,33,Diamond Miller,Minnesota Lynx,
Signature Series,34,Dearica Hamby,Los Angeles Sparks,
Signature Series,35,Grace Berger,Minnesota Lynx,
Signature Series,36,Dana Evans,Las Vegas Aces,
Signature Series,37,Breanna Stewart,New York Liberty,
Signature Series,38,Van Chancellor,Houston Comets,
Signature Series,39,Courtney Vandersloot,Chicago Sky,
Signature Series,40,DeWanna Bonner,Indiana Fever,
Signature Series,41,Jewell Loyd,Las Vegas Aces,
Signature Series,42,Jacy Sheldon,Connecticut Sun,
Signature Series,43,Marina Mabrey,Connecticut Sun,
Signature Series,44,Chennedy Carter,Chicago Sky,
Signature Series,45,Stefanie Dolson,Washington Mystics,
Signature Series,46,Ezi Magbegor,Seattle Storm,
Signature Series,47,Kelsey Mitchell,Indiana Fever,
Signature Series,48,Shey Peddy,Phoenix Mercury,
Signature Series,49,Kalani Brown,Phoenix Mercury,
Signature Series,50,Rickea Jackson,Los Angeles Sparks,
Signature Series,51,Caitlin Clark,Indiana Fever,
Signature Series,52,Satou Sabally,Phoenix Mercury,
Signature Series,53,Angel Reese,Chicago Sky,
Signature Series,54,Alana Beard,Los Angeles Sparks,
Signature Series,55,Marquesha Davis,New York Liberty,
Signature Series,56,Courtney Williams,Minnesota Lynx,
Signature Series,57,Lauren Jackson,Seattle Storm,
Signature Series,58,Nika Muhl,Seattle Storm,
Signature Series,59,Arike Ogunbowale,Dallas Wings,
Signature Series,60,Jaylyn Sherrod,New York Liberty,
Signature Series,61,Betnijah Laney-Hamilton,New York Liberty,
Signature Series,62,Aaliyah Edwards,Washington Mystics,
Signature Series,63,Cheryl Miller,Phoenix Mercury,
Signature Series,64,Rebekkah Brunson,Minnesota Lynx,
Signature Series,65,Shakira Austin,Washington Mystics,
Signature Series Black Gold Laser,1,Ticha Penicheiro,Sacramento Monarchs,5
Signature Series Black Gold Laser,2,Nyara Sabally,New York Liberty,5
Signature Series Black Gold Laser,3,Alanna Smith,Minnesota Lynx,5
Signature Series Black Gold Laser,4,Natasha Howard,Indiana Fever,5
Signature Series Black Gold Laser,5,Crystal Dangerfield,Los Angeles Sparks,5
Signature Series Black Gold Laser,6,Erica Wheeler,Seattle Storm,5
Signature Series Black Gold Laser,7,Alysha Clark,Seattle Storm,5
Signature Series Black Gold Laser,8,Alyssa Thomas,Phoenix Mercury,5
Signature Series Black Gold Laser,9,Kayla McBride,Minnesota Lynx,5
Signature Series Black Gold Laser,10,Diana Taurasi,Phoenix Mercury,5
Signature Series Black Gold Laser,11,Bridget Carleton,Minnesota Lynx,5
Signature Series Black Gold Laser,12,Lexie Hull,Indiana Fever,5
Signature Series Black Gold Laser,13,Aliyah Boston,Indiana Fever,5
Signature Series Black Gold Laser,14,Megan Gustafson,Las Vegas Aces,5
Signature Series Black Gold Laser,15,Maya Moore,Minnesota Lynx,5
Signature Series Black Gold Laser,16,Brittney Griner,Atlanta Dream,5
Signature Series Black Gold Laser,17,Brittney Sykes,Washington Mystics,5
Signature Series Black Gold Laser,18,Sydney Colson,Indiana Fever,5
Signature Series Black Gold Laser,19,Cheryl Ford,Detroit Shock,5
Signature Series Black Gold Laser,20,Sue Bird,Seattle Storm,5
Signature Series Black Gold Laser,21,Jordin Canada,Atlanta Dream,5
Signature Series Black Gold Laser,22,Katie Lou Samuelson,Seattle Storm,5
Signature Series Black Gold Laser,23,Dorka Juhasz,Minnesota Lynx,5
Signature Series Black Gold Laser,24,Chelsea Gray,Las Vegas Aces,5
Signature Series Black Gold Laser,25,Allisha Gray,Atlanta Dream,5
Signature Series Black Gold Laser,26,Tina Charles,Connecticut Sun,5
Signature Series Black Gold Laser,27,Leonie Fiebich,New York Liberty,5
Signature Series Black Gold Laser,28,Ariel Atkins,Chicago Sky,5
Signature Series Black Gold Laser,29,Seimone Augustus,Minnesota Lynx,5
Signature Series Black Gold Laser,30,Sophie Cunningham,Indiana Fever,5
Signature Series Black Gold Laser,31,Brionna Jones,Atlanta Dream,5
Signature Series Black Gold Laser,32,Jackie Young,Las Vegas Aces,5
Signature Series Black Gold Laser,33,Diamond Miller,Minnesota Lynx,5
Signature Series Black Gold Laser,34,Dearica Hamby,Los Angeles Sparks,5
Signature Series Black Gold Laser,35,Grace Berger,Minnesota Lynx,5
Signature Series Black Gold Laser,36,Dana Evans,Las Vegas Aces,5
Signature Series Black Gold Laser,37,Breanna Stewart,New York Liberty,5
Signature Series Black Gold Laser,38,Van Chancellor,Houston Comets,5
Signature Series Black Gold Laser,39,Courtney Vandersloot,Chicago Sky,5
Signature Series Black Gold Laser,40,DeWanna Bonner,Indiana Fever,5
Signature Series Black Gold Laser,41,Jewell Loyd,Las Vegas Aces,5
Signature Series Black Gold Laser,42,Jacy Sheldon,Connecticut Sun,5
Signature Series Black Gold Laser,43,Marina Mabrey,Connecticut Sun,5
Signature Series Black Gold Laser,44,Chennedy Carter,Chicago Sky,5
Signature Series Black Gold Laser,45,Stefanie Dolson,Washington Mystics,5
Signature Series Black Gold Laser,46,Ezi Magbegor,Seattle Storm,5
Signature Series Black Gold Laser,47,Kelsey Mitchell,Indiana Fever,5
Signature Series Black Gold Laser,48,Shey Peddy,Phoenix Mercury,5
Signature Series Black Gold Laser,49,Kalani Brown,Phoenix Mercury,5
Signature Series Black Gold Laser,50,Rickea Jackson,Los Angeles Sparks,5
Signature Series Black Gold Laser,51,Caitlin Clark,Indiana Fever,5
Signature Series Black Gold Laser,52,Satou Sabally,Phoenix Mercury,5
Signature Series Black Gold Laser,53,Angel Reese,Chicago Sky,5
Signature Series Black Gold Laser,54,Alana Beard,Los Angeles Sparks,5
Signature Series Black Gold Laser,55,Marquesha Davis,New York Liberty,5
Signature Series Black Gold Laser,56,Courtney Williams,Minnesota Lynx,5
Signature Series Black Gold Laser,57,Lauren Jackson,Seattle Storm,5
Signature Series Black Gold Laser,58,Nika Muhl,Seattle Storm,5
Signature Series Black Gold Laser,59,Arike Ogunbowale,Dallas Wings,5
Signature Series Black Gold Laser,60,Jaylyn Sherrod,New York Liberty,5
Signature Series Black Gold Laser,61,Betnijah Laney-Hamilton,New York Liberty,5
Signature Series Black Gold Laser,62,Aaliyah Edwards,Washington Mystics,5
Signature Series Black Gold Laser,63,Cheryl Miller,Phoenix Mercury,5
Signature Series Black Gold Laser,64,Rebekkah Brunson,Minnesota Lynx,5
Signature Series Black Gold Laser,65,Shakira Austin,Washington Mystics,5
Signature Series Blue Laser,1,Ticha Penicheiro,Sacramento Monarchs,25
Signature Series Blue Laser,2,Nyara Sabally,New York Liberty,25
Signature Series Blue Laser,3,Alanna Smith,Minnesota Lynx,25
Signature Series Blue Laser,4,Natasha Howard,Indiana Fever,25
Signature Series Blue Laser,5,Crystal Dangerfield,Los Angeles Sparks,25
Signature Series Blue Laser,6,Erica Wheeler,Seattle Storm,25
Signature Series Blue Laser,7,Alysha Clark,Seattle Storm,25
Signature Series Blue Laser,8,Alyssa Thomas,Phoenix Mercury,25
Signature Series Blue Laser,9,Kayla McBride,Minnesota Lynx,25
Signature Series Blue Laser,10,Diana Taurasi,Phoenix Mercury,25
Signature Series Blue Laser,11,Bridget Carleton,Minnesota Lynx,25
Signature Series Blue Laser,12,Lexie Hull,Indiana Fever,25
Signature Series Blue Laser,13,Aliyah Boston,Indiana Fever,25
Signature Series Blue Laser,14,Megan Gustafson,Las Vegas Aces,25
Signature Series Blue Laser,15,Maya Moore,Minnesota Lynx,25
Signature Series Blue Laser,16,Brittney Griner,Atlanta Dream,25
Signature Series Blue Laser,18,Sydney Colson,Indiana Fever,25
Signature Series Blue Laser,19,Cheryl Ford,Detroit Shock,25
Signature Series Blue Laser,20,Sue Bird,Seattle Storm,25
Signature Series Blue Laser,21,Jordin Canada,Atlanta Dream,25
Signature Series Blue Laser,22,Katie Lou Samuelson,Seattle Storm,25
Signature Series Blue Laser,23,Dorka Juhasz,Minnesota Lynx,25
Signature Series Blue Laser,24,Chelsea Gray,Las Vegas Aces,25
Signature Series Blue Laser,25,Allisha Gray,Atlanta Dream,25
Signature Series Blue Laser,26,Tina Charles,Connecticut Sun,25
Signature Series Blue Laser,27,Leonie Fiebich,New York Liberty,25
Signature Series Blue Laser,28,Ariel Atkins,Chicago Sky,25
Signature Series Blue Laser,29,Seimone Augustus,Minnesota Lynx,25
Signature Series Blue Laser,31,Brionna Jones,Atlanta Dream,25
Signature Series Blue Laser,32,Jackie Young,Las Vegas Aces,25
Signature Series Blue Laser,33,Diamond Miller,Minnesota Lynx,25
Signature Series Blue Laser,34,Dearica Hamby,Los Angeles Sparks,25
Signature Series Blue Laser,35,Grace Berger,Minnesota Lynx,25
Signature Series Blue Laser,36,Dana Evans,Las Vegas Aces,25
Signature Series Blue Laser,37,Breanna Stewart,New York Liberty,25
Signature Series Blue Laser,38,Van Chancellor,Houston Comets,25
Signature Series Blue Laser,39,Courtney Vandersloot,Chicago Sky,25
Signature Series Blue Laser,40,DeWanna Bonner,Indiana Fever,25
Signature Series Blue Laser,41,Jewell Loyd,Las Vegas Aces,25
Signature Series Blue Laser,42,Jacy Sheldon,Connecticut Sun,25
Signature Series Blue Laser,43,Marina Mabrey,Connecticut Sun,25
Signature Series Blue Laser,44,Chennedy Carter,Chicago Sky,25
Signature Series Blue Laser,45,Stefanie Dolson,Washington Mystics,25
Signature Series Blue Laser,46,Ezi Magbegor,Seattle Storm,25
Signature Series Blue Laser,47,Kelsey Mitchell,Indiana Fever,25
Signature Series Blue Laser,48,Shey Peddy,Phoenix Mercury,25
Signature Series Blue Laser,50,Rickea Jackson,Los Angeles Sparks,25
Signature Series Blue Laser,51,Caitlin Clark,Indiana Fever,25
Signature Series Blue Laser,52,Satou Sabally,Phoenix Mercury,25
Signature Series Blue Laser,53,Angel Reese,Chicago Sky,25
Signature Series Blue Laser,54,Alana Beard,Los Angeles Sparks,25
Signature Series Blue Laser,55,Marquesha Davis,New York Liberty,25
Signature Series Blue Laser,56,Courtney Williams,Minnesota Lynx,25
Signature Series Blue Laser,57,Lauren Jackson,Seattle Storm,25
Signature Series Blue Laser,58,Nika Muhl,Seattle Storm,25
Signature Series Blue Laser,59,Arike Ogunbowale,Dallas Wings,25
Signature Series Blue Laser,60,Jaylyn Sherrod,New York Liberty,25
Signature Series Blue Laser,61,Betnijah Laney-Hamilton,New York Liberty,25
Signature Series Blue Laser,62,Aaliyah Edwards,Washington Mystics,25
Signature Series Blue Laser,63,Cheryl Miller,Phoenix Mercury,25
Signature Series Blue Laser,64,Rebekkah Brunson,Minnesota Lynx,25
Signature Series Holo Black Laser,1,Ticha Penicheiro,Sacramento Monarchs,1
Signature Series Holo Black Laser,2,Nyara Sabally,New York Liberty,1
Signature Series Holo Black Laser,3,Alanna Smith,Minnesota Lynx,1
Signature Series Holo Black Laser,4,Natasha Howard,Indiana Fever,1
Signature Series Holo Black Laser,5,Crystal Dangerfield,Los Angeles Sparks,1
Signature Series Holo Black Laser,6,Erica Wheeler,Seattle Storm,1
Signature Series Holo Black Laser,7,Alysha Clark,Seattle Storm,1
Signature Series Holo Black Laser,8,Alyssa Thomas,Phoenix Mercury,1
Signature Series Holo Black Laser,9,Kayla McBride,Minnesota Lynx,1
Signature Series Holo Black Laser,10,Diana Taurasi,Phoenix Mercury,1
Signature Series Holo Black Laser,11,Bridget Carleton,Minnesota Lynx,1
Signature Series Holo Black Laser,12,Lexie Hull,Indiana Fever,1
Signature Series Holo Black Laser,13,Aliyah Boston,Indiana Fever,1
Signature Series Holo Black Laser,14,Megan Gustafson,Las Vegas Aces,1
Signature Series Holo Black Laser,15,Maya Moore,Minnesota Lynx,1
Signature Series Holo Black Laser,16,Brittney Griner,Atlanta Dream,1
Signature Series Holo Black Laser,17,Brittney Sykes,Washington Mystics,1
Signature Series Holo Black Laser,18,Sydney Colson,Indiana Fever,1
Signature Series Holo Black Laser,19,Cheryl Ford,Detroit Shock,1
Signature Series Holo Black Laser,20,Sue Bird,Seattle Storm,1
Signature Series Holo Black Laser,21,Jordin Canada,Atlanta Dream,1
Signature Series Holo Black Laser,22,Katie Lou Samuelson,Seattle Storm,1
Signature Series Holo Black Laser,23,Dorka Juhasz,Minnesota Lynx,1
Signature Series Holo Black Laser,24,Chelsea Gray,Las Vegas Aces,1
Signature Series Holo Black Laser,25,Allisha Gray,Atlanta Dream,1
Signature Series Holo Black Laser,26,Tina Charles,Connecticut Sun,1
Signature Series Holo Black Laser,27,Leonie Fiebich,New York Liberty,1
Signature Series Holo Black Laser,28,Ariel Atkins,Chicago Sky,1
Signature Series Holo Black Laser,29,Seimone Augustus,Minnesota Lynx,1
Signature Series Holo Black Laser,30,Sophie Cunningham,Indiana Fever,1
Signature Series Holo Black Laser,31,Brionna Jones,Atlanta Dream,1
Signature Series Holo Black Laser,32,Jackie Young,Las Vegas Aces,1
Signature Series Holo Black Laser,33,Diamond Miller,Minnesota Lynx,1
Signature Series Holo Black Laser,34,Dearica Hamby,Los Angeles Sparks,1
Signature Series Holo Black Laser,35,Grace Berger,Minnesota Lynx,1
Signature Series Holo Black Laser,36,Dana Evans,Las Vegas Aces,1
Signature Series Holo Black Laser,37,Breanna Stewart,New York Liberty,1
Signature Series Holo Black Laser,38,Van Chancellor,Houston Comets,1
Signature Series Holo Black Laser,39,Courtney Vandersloot,Chicago Sky,1
Signature Series Holo Black Laser,40,DeWanna Bonner,Indiana Fever,1
Signature Series Holo Black Laser,41,Jewell Loyd,Las Vegas Aces,1
Signature Series Holo Black Laser,42,Jacy Sheldon,Connecticut Sun,1
Signature Series Holo Black Laser,43,Marina Mabrey,Connecticut Sun,1
Signature Series Holo Black Laser,44,Chennedy Carter,Chicago Sky,1
Signature Series Holo Black Laser,45,Stefanie Dolson,Washington Mystics,1
Signature Series Holo Black Laser,46,Ezi Magbegor,Seattle Storm,1
Signature Series Holo Black Laser,47,Kelsey Mitchell,Indiana Fever,1
Signature Series Holo Black Laser,48,Shey Peddy,Phoenix Mercury,1
Signature Series Holo Black Laser,49,Kalani Brown,Phoenix Mercury,1
Signature Series Holo Black Laser,50,Rickea Jackson,Los Angeles Sparks,1
Signature Series Holo Black Laser,51,Caitlin Clark,Indiana Fever,1
Signature Series Holo Black Laser,52,Satou Sabally,Phoenix Mercury,1
Signature Series Holo Black Laser,53,Angel Reese,Chicago Sky,1
Signature Series Holo Black Laser,54,Alana Beard,Los Angeles Sparks,1
Signature Series Holo Black Laser,55,Marquesha Davis,New York Liberty,1
Signature Series Holo Black Laser,56,Courtney Williams,Minnesota Lynx,1
Signature Series Holo Black Laser,57,Lauren Jackson,Seattle Storm,1
Signature Series Holo Black Laser,58,Nika Muhl,Seattle Storm,1
Signature Series Holo Black Laser,59,Arike Ogunbowale,Dallas Wings,1
Signature Series Holo Black Laser,60,Jaylyn Sherrod,New York Liberty,1
Signature Series Holo Black Laser,61,Betnijah Laney-Hamilton,New York Liberty,1
Signature Series Holo Black Laser,62,Aaliyah Edwards,Washington Mystics,1
Signature Series Holo Black Laser,63,Cheryl Miller,Phoenix Mercury,1
Signature Series Holo Black Laser,64,Rebekkah Brunson,Minnesota Lynx,1
Signature Series Holo Black Laser,65,Shakira Austin,Washington Mystics,1
Signature Series Holo Frame,1,Ticha Penicheiro,Sacramento Monarchs,49
Signature Series Holo Frame,2,Nyara Sabally,New York Liberty,49
Signature Series Holo Frame,3,Alanna Smith,Minnesota Lynx,49
Signature Series Holo Frame,4,Natasha Howard,Indiana Fever,49
Signature Series Holo Frame,5,Crystal Dangerfield,Los Angeles Sparks,49
Signature Series Holo Frame,6,Erica Wheeler,Seattle Storm,49
Signature Series Holo Frame,7,Alysha Clark,Seattle Storm,49
Signature Series Holo Frame,8,Alyssa Thomas,Phoenix Mercury,49
Signature Series Holo Frame,9,Kayla McBride,Minnesota Lynx,49
Signature Series Holo Frame,10,Diana Taurasi,Phoenix Mercury,49
Signature Series Holo Frame,11,Bridget Carleton,Minnesota Lynx,49
Signature Series Holo Frame,12,Lexie Hull,Indiana Fever,49
Signature Series Holo Frame,13,Aliyah Boston,Indiana Fever,49
Signature Series Holo Frame,14,Megan Gustafson,Las Vegas Aces,49
Signature Series Holo Frame,15,Maya Moore,Minnesota Lynx,49
Signature Series Holo Frame,16,Brittney Griner,Atlanta Dream,49
Signature Series Holo Frame,17,Brittney Sykes,Washington Mystics,49
Signature Series Holo Frame,18,Sydney Colson,Indiana Fever,49
Signature Series Holo Frame,19,Cheryl Ford,Detroit Shock,49
Signature Series Holo Frame,20,Sue Bird,Seattle Storm,49
Signature Series Holo Frame,21,Jordin Canada,Atlanta Dream,49
Signature Series Holo Frame,22,Katie Lou Samuelson,Seattle Storm,49
Signature Series Holo Frame,23,Dorka Juhasz,Minnesota Lynx,49
Signature Series Holo Frame,24,Chelsea Gray,Las Vegas Aces,49
Signature Series Holo Frame,25,Allisha Gray,Atlanta Dream,49
Signature Series Holo Frame,26,Tina Charles,Connecticut Sun,49
Signature Series Holo Frame,27,Leonie Fiebich,New York Liberty,49
Signature Series Holo Frame,28,Ariel Atkins,Chicago Sky,49
Signature Series Holo Frame,29,Seimone Augustus,Minnesota Lynx,49
Signature Series Holo Frame,30,Sophie Cunningham,Indiana Fever,49
Signature Series Holo Frame,31,Brionna Jones,Atlanta Dream,49
Signature Series Holo Frame,32,Jackie Young,Las Vegas Aces,49
Signature Series Holo Frame,33,Diamond Miller,Minnesota Lynx,49
Signature Series Holo Frame,34,Dearica Hamby,Los Angeles Sparks,49
Signature Series Holo Frame,35,Grace Berger,Minnesota Lynx,49
Signature Series Holo Frame,36,Dana Evans,Las Vegas Aces,49
Signature Series Holo Frame,37,Breanna Stewart,New York Liberty,49
Signature Series Holo Frame,38,Van Chancellor,Houston Comets,49
Signature Series Holo Frame,39,Courtney Vandersloot,Chicago Sky,49
