Card Set,Card Number,Athlete,Team,Sequence
Kaleidoscopic Prizms Gold Vinyl,5,Kelsey Plum,Las Vegas Aces,1/1
Kaleidoscopic Prizms Gold Vinyl,6,Aaliyah Edwards,Washington Mystics,1/1
Kaleidoscopic Prizms Gold Vinyl,7,DeWanna Bonner,Connecticut Sun,1/1
Kaleidoscopic Prizms Gold Vinyl,8,Brittney Griner,Phoenix Mercury,1/1
Kaleidoscopic Prizms Gold Vinyl,9,Caitlin Clark,Indiana Fever,1/1
Kaleidoscopic Prizms Gold Vinyl,10,Marquesha Davis,New York Liberty,1/1
Kaleidoscopic Prizms Gold Vinyl,11,Satou Sabally,Dallas Wings,1/1
Kaleidoscopic Prizms Gold Vinyl,12,Rickea Jackson,Los Angeles Sparks,1/1
Kaleidoscopic Prizms Gold Vinyl,13,Alissa Pili,Minnesota Lynx,1/1
Kaleidoscopic Prizms Gold Vinyl,14,Cameron Brink,Los Angeles Sparks,1/1
Kaleidoscopic Prizms Gold Vinyl,15,Sabrina Ionescu,New York Liberty,1/1
Kaleidoscopic Prizms Green,1,Angel Reese,Chicago Sky,
Kaleidoscopic Prizms Green,2,Nika Muhl,Seattle Storm,
Kaleidoscopic Prizms Green,3,Jacy Sheldon,Dallas Wings,
Kaleidoscopic Prizms Green,4,Kamilla Cardoso,Chicago Sky,
Kaleidoscopic Prizms Green,5,Kelsey Plum,Las Vegas Aces,
Kaleidoscopic Prizms Green,6,Aaliyah Edwards,Washington Mystics,
Kaleidoscopic Prizms Green,7,DeWanna Bonner,Connecticut Sun,
Kaleidoscopic Prizms Green,8,Brittney Griner,Phoenix Mercury,
Kaleidoscopic Prizms Green,9,Caitlin Clark,Indiana Fever,
Kaleidoscopic Prizms Green,10,Marquesha Davis,New York Liberty,
Kaleidoscopic Prizms Green,11,Satou Sabally,Dallas Wings,
Kaleidoscopic Prizms Green,12,Rickea Jackson,Los Angeles Sparks,
Kaleidoscopic Prizms Green,13,Alissa Pili,Minnesota Lynx,
Kaleidoscopic Prizms Green,14,Cameron Brink,Los Angeles Sparks,
Kaleidoscopic Prizms Green,15,Sabrina Ionescu,New York Liberty,
Kaleidoscopic Prizms Green Pulsar,1,Angel Reese,Chicago Sky,/25
Kaleidoscopic Prizms Green Pulsar,2,Nika Muhl,Seattle Storm,/25
Kaleidoscopic Prizms Green Pulsar,3,Jacy Sheldon,Dallas Wings,/25
Kaleidoscopic Prizms Green Pulsar,4,Kamilla Cardoso,Chicago Sky,/25
Kaleidoscopic Prizms Green Pulsar,5,Kelsey Plum,Las Vegas Aces,/25
Kaleidoscopic Prizms Green Pulsar,6,Aaliyah Edwards,Washington Mystics,/25
Kaleidoscopic Prizms Green Pulsar,7,DeWanna Bonner,Connecticut Sun,/25
Kaleidoscopic Prizms Green Pulsar,8,Brittney Griner,Phoenix Mercury,/25
Kaleidoscopic Prizms Green Pulsar,9,Caitlin Clark,Indiana Fever,/25
Kaleidoscopic Prizms Green Pulsar,10,Marquesha Davis,New York Liberty,/25
Kaleidoscopic Prizms Green Pulsar,11,Satou Sabally,Dallas Wings,/25
Kaleidoscopic Prizms Green Pulsar,12,Rickea Jackson,Los Angeles Sparks,/25
Kaleidoscopic Prizms Green Pulsar,13,Alissa Pili,Minnesota Lynx,/25
Kaleidoscopic Prizms Green Pulsar,14,Cameron Brink,Los Angeles Sparks,/25
Kaleidoscopic Prizms Green Pulsar,15,Sabrina Ionescu,New York Liberty,/25
Kaleidoscopic Prizms Mojo,1,Angel Reese,Chicago Sky,/25
Kaleidoscopic Prizms Mojo,2,Nika Muhl,Seattle Storm,/25
Kaleidoscopic Prizms Mojo,3,Jacy Sheldon,Dallas Wings,/25
Kaleidoscopic Prizms Mojo,4,Kamilla Cardoso,Chicago Sky,/25
Kaleidoscopic Prizms Mojo,5,Kelsey Plum,Las Vegas Aces,/25
Kaleidoscopic Prizms Mojo,6,Aaliyah Edwards,Washington Mystics,/25
Kaleidoscopic Prizms Mojo,7,DeWanna Bonner,Connecticut Sun,/25
Kaleidoscopic Prizms Mojo,8,Brittney Griner,Phoenix Mercury,/25
Kaleidoscopic Prizms Mojo,9,Caitlin Clark,Indiana Fever,/25
Kaleidoscopic Prizms Mojo,10,Marquesha Davis,New York Liberty,/25
Kaleidoscopic Prizms Mojo,11,Satou Sabally,Dallas Wings,/25
Kaleidoscopic Prizms Mojo,12,Rickea Jackson,Los Angeles Sparks,/25
Kaleidoscopic Prizms Mojo,13,Alissa Pili,Minnesota Lynx,/25
Kaleidoscopic Prizms Mojo,14,Cameron Brink,Los Angeles Sparks,/25
Kaleidoscopic Prizms Mojo,15,Sabrina Ionescu,New York Liberty,/25
Kaleidoscopic Prizms Orange Pulsar,1,Angel Reese,Chicago Sky,/75
Kaleidoscopic Prizms Orange Pulsar,2,Nika Muhl,Seattle Storm,/75
Kaleidoscopic Prizms Orange Pulsar,3,Jacy Sheldon,Dallas Wings,/75
Kaleidoscopic Prizms Orange Pulsar,4,Kamilla Cardoso,Chicago Sky,/75
Kaleidoscopic Prizms Orange Pulsar,5,Kelsey Plum,Las Vegas Aces,/75
Kaleidoscopic Prizms Orange Pulsar,6,Aaliyah Edwards,Washington Mystics,/75
Kaleidoscopic Prizms Orange Pulsar,7,DeWanna Bonner,Connecticut Sun,/75
Kaleidoscopic Prizms Orange Pulsar,8,Brittney Griner,Phoenix Mercury,/75
Kaleidoscopic Prizms Orange Pulsar,9,Caitlin Clark,Indiana Fever,/75
Kaleidoscopic Prizms Orange Pulsar,10,Marquesha Davis,New York Liberty,/75
Kaleidoscopic Prizms Orange Pulsar,11,Satou Sabally,Dallas Wings,/75
Kaleidoscopic Prizms Orange Pulsar,12,Rickea Jackson,Los Angeles Sparks,/75
Kaleidoscopic Prizms Orange Pulsar,13,Alissa Pili,Minnesota Lynx,/75
Kaleidoscopic Prizms Orange Pulsar,14,Cameron Brink,Los Angeles Sparks,/75
Kaleidoscopic Prizms Orange Pulsar,15,Sabrina Ionescu,New York Liberty,/75
Kaleidoscopic Prizms Red,1,Angel Reese,Chicago Sky,/99
Kaleidoscopic Prizms Red,2,Nika Muhl,Seattle Storm,/99
Kaleidoscopic Prizms Red,3,Jacy Sheldon,Dallas Wings,/99
Kaleidoscopic Prizms Red,4,Kamilla Cardoso,Chicago Sky,/99
Kaleidoscopic Prizms Red,5,Kelsey Plum,Las Vegas Aces,/99
Kaleidoscopic Prizms Red,6,Aaliyah Edwards,Washington Mystics,/99
Kaleidoscopic Prizms Red,7,DeWanna Bonner,Connecticut Sun,/99
Kaleidoscopic Prizms Red,8,Brittney Griner,Phoenix Mercury,/99
Kaleidoscopic Prizms Red,9,Caitlin Clark,Indiana Fever,/99
Kaleidoscopic Prizms Red,10,Marquesha Davis,New York Liberty,/99
Kaleidoscopic Prizms Red,11,Satou Sabally,Dallas Wings,/99
Kaleidoscopic Prizms Red,12,Rickea Jackson,Los Angeles Sparks,/99
Kaleidoscopic Prizms Red,13,Alissa Pili,Minnesota Lynx,/99
Kaleidoscopic Prizms Red,14,Cameron Brink,Los Angeles Sparks,/99
Kaleidoscopic Prizms Red,15,Sabrina Ionescu,New York Liberty,/99
Pioneers,1,Dawn Staley,Charlotte Sting,
Pioneers,2,Lauren Jackson,Seattle Storm,
Pioneers,3,Nancy Lieberman,Phoenix Mercury,
Pioneers,4,Sheryl Swoopes,Houston Comets,
Pioneers,5,Yolanda Griffith,Sacramento Monarchs,
Pioneers,6,Ruthie Bolton,Sacramento Monarchs,
Pioneers,7,Tamika Catchings,Indiana Fever,
Pioneers,8,Cynthia Cooper-Dyke,Houston Comets,
Pioneers,9,Ruth Riley,Detroit Shock,
Pioneers,10,Ticha Penicheiro,Sacramento Monarchs,
Pioneers Prizms Blue,1,Dawn Staley,Charlotte Sting,/49
Pioneers Prizms Blue,2,Lauren Jackson,Seattle Storm,/49
Pioneers Prizms Blue,3,Nancy Lieberman,Phoenix Mercury,/49
Pioneers Prizms Blue,4,Sheryl Swoopes,Houston Comets,/49
Pioneers Prizms Blue,5,Yolanda Griffith,Sacramento Monarchs,/49
Pioneers Prizms Blue,6,Ruthie Bolton,Sacramento Monarchs,/49
Pioneers Prizms Blue,7,Tamika Catchings,Indiana Fever,/49
Pioneers Prizms Blue,8,Cynthia Cooper-Dyke,Houston Comets,/49
Pioneers Prizms Blue,9,Ruth Riley,Detroit Shock,/49
Pioneers Prizms Blue,10,Ticha Penicheiro,Sacramento Monarchs,/49
Pioneers Prizms Blue Pulsar,1,Dawn Staley,Charlotte Sting,/199
Pioneers Prizms Blue Pulsar,2,Lauren Jackson,Seattle Storm,/199
Pioneers Prizms Blue Pulsar,3,Nancy Lieberman,Phoenix Mercury,/199
Pioneers Prizms Blue Pulsar,4,Sheryl Swoopes,Houston Comets,/199
Pioneers Prizms Blue Pulsar,5,Yolanda Griffith,Sacramento Monarchs,/199
Pioneers Prizms Blue Pulsar,6,Ruthie Bolton,Sacramento Monarchs,/199
Pioneers Prizms Blue Pulsar,7,Tamika Catchings,Indiana Fever,/199
Pioneers Prizms Blue Pulsar,8,Cynthia Cooper-Dyke,Houston Comets,/199
Pioneers Prizms Blue Pulsar,9,Ruth Riley,Detroit Shock,/199
Pioneers Prizms Blue Pulsar,10,Ticha Penicheiro,Sacramento Monarchs,/199
Pioneers Prizms Gold,1,Dawn Staley,Charlotte Sting,/10
Pioneers Prizms Gold,2,Lauren Jackson,Seattle Storm,/10
Pioneers Prizms Gold,3,Nancy Lieberman,Phoenix Mercury,/10
Pioneers Prizms Gold,4,Sheryl Swoopes,Houston Comets,/10
Pioneers Prizms Gold,5,Yolanda Griffith,Sacramento Monarchs,/10
Pioneers Prizms Gold,6,Ruthie Bolton,Sacramento Monarchs,/10
Pioneers Prizms Gold,7,Tamika Catchings,Indiana Fever,/10
Pioneers Prizms Gold,8,Cynthia Cooper-Dyke,Houston Comets,/10
Pioneers Prizms Gold,9,Ruth Riley,Detroit Shock,/10
Pioneers Prizms Gold,10,Ticha Penicheiro,Sacramento Monarchs,/10
Pioneers Prizms Gold Vinyl,1,Dawn Staley,Charlotte Sting,1/1
Pioneers Prizms Gold Vinyl,2,Lauren Jackson,Seattle Storm,1/1
Pioneers Prizms Gold Vinyl,3,Nancy Lieberman,Phoenix Mercury,1/1
Pioneers Prizms Gold Vinyl,4,Sheryl Swoopes,Houston Comets,1/1
Pioneers Prizms Gold Vinyl,5,Yolanda Griffith,Sacramento Monarchs,1/1
Pioneers Prizms Gold Vinyl,6,Ruthie Bolton,Sacramento Monarchs,1/1
Pioneers Prizms Gold Vinyl,7,Tamika Catchings,Indiana Fever,1/1
Pioneers Prizms Gold Vinyl,8,Cynthia Cooper-Dyke,Houston Comets,1/1
Pioneers Prizms Gold Vinyl,9,Ruth Riley,Detroit Shock,1/1
Pioneers Prizms Gold Vinyl,10,Ticha Penicheiro,Sacramento Monarchs,1/1
Pioneers Prizms Green,1,Dawn Staley,Charlotte Sting,
Pioneers Prizms Green,2,Lauren Jackson,Seattle Storm,
Pioneers Prizms Green,3,Nancy Lieberman,Phoenix Mercury,
Pioneers Prizms Green,4,Sheryl Swoopes,Houston Comets,
Pioneers Prizms Green,5,Yolanda Griffith,Sacramento Monarchs,
Pioneers Prizms Green,6,Ruthie Bolton,Sacramento Monarchs,
Pioneers Prizms Green,7,Tamika Catchings,Indiana Fever,
Pioneers Prizms Green,8,Cynthia Cooper-Dyke,Houston Comets,
Pioneers Prizms Green,9,Ruth Riley,Detroit Shock,
Pioneers Prizms Green,10,Ticha Penicheiro,Sacramento Monarchs,
Pioneers Prizms Green Pulsar,1,Dawn Staley,Charlotte Sting,/75
Pioneers Prizms Green Pulsar,2,Lauren Jackson,Seattle Storm,/75
Pioneers Prizms Green Pulsar,3,Nancy Lieberman,Phoenix Mercury,/75
Pioneers Prizms Green Pulsar,4,Sheryl Swoopes,Houston Comets,/75
Pioneers Prizms Green Pulsar,5,Yolanda Griffith,Sacramento Monarchs,/75
Pioneers Prizms Green Pulsar,6,Ruthie Bolton,Sacramento Monarchs,/75
Pioneers Prizms Green Pulsar,7,Tamika Catchings,Indiana Fever,/75
Pioneers Prizms Green Pulsar,8,Cynthia Cooper-Dyke,Houston Comets,/75
Pioneers Prizms Green Pulsar,9,Ruth Riley,Detroit Shock,/75
Pioneers Prizms Green Pulsar,10,Ticha Penicheiro,Sacramento Monarchs,/75
Pioneers Prizms Mojo,1,Dawn Staley,Charlotte Sting,/25
Pioneers Prizms Mojo,2,Lauren Jackson,Seattle Storm,/25
Pioneers Prizms Mojo,3,Nancy Lieberman,Phoenix Mercury,/25
Pioneers Prizms Mojo,4,Sheryl Swoopes,Houston Comets,/25
Pioneers Prizms Mojo,5,Yolanda Griffith,Sacramento Monarchs,/25
Pioneers Prizms Mojo,6,Ruthie Bolton,Sacramento Monarchs,/25
Pioneers Prizms Mojo,7,Tamika Catchings,Indiana Fever,/25
Pioneers Prizms Mojo,8,Cynthia Cooper-Dyke,Houston Comets,/25
Pioneers Prizms Mojo,9,Ruth Riley,Detroit Shock,/25
Pioneers Prizms Mojo,10,Ticha Penicheiro,Sacramento Monarchs,/25
Pioneers Prizms Orange Pulsar,1,Dawn Staley,Charlotte Sting,/75
Pioneers Prizms Orange Pulsar,2,Lauren Jackson,Seattle Storm,/75
Pioneers Prizms Orange Pulsar,3,Nancy Lieberman,Phoenix Mercury,/75
Pioneers Prizms Orange Pulsar,4,Sheryl Swoopes,Houston Comets,/75
Pioneers Prizms Orange Pulsar,5,Yolanda Griffith,Sacramento Monarchs,/75
Pioneers Prizms Orange Pulsar,6,Ruthie Bolton,Sacramento Monarchs,/75
Pioneers Prizms Orange Pulsar,7,Tamika Catchings,Indiana Fever,/75
Pioneers Prizms Orange Pulsar,8,Cynthia Cooper-Dyke,Houston Comets,/75
Pioneers Prizms Orange Pulsar,9,Ruth Riley,Detroit Shock,/75
Pioneers Prizms Orange Pulsar,10,Ticha Penicheiro,Sacramento Monarchs,/75
Pioneers Prizms Red,1,Dawn Staley,Charlotte Sting,/99
Pioneers Prizms Red,2,Lauren Jackson,Seattle Storm,/99
Pioneers Prizms Red,3,Nancy Lieberman,Phoenix Mercury,/99
Pioneers Prizms Red,4,Sheryl Swoopes,Houston Comets,/99
Pioneers Prizms Red,5,Yolanda Griffith,Sacramento Monarchs,/99
Pioneers Prizms Red,6,Ruthie Bolton,Sacramento Monarchs,/99
Pioneers Prizms Red,7,Tamika Catchings,Indiana Fever,/99
Pioneers Prizms Red,8,Cynthia Cooper-Dyke,Houston Comets,/99
Pioneers Prizms Red,9,Ruth Riley,Detroit Shock,/99
Pioneers Prizms Red,10,Ticha Penicheiro,Sacramento Monarchs,/99
Signatures,1,DiJonai Carrington,Connecticut Sun,
Signatures,2,Sheryl Swoopes,Houston Comets,
Signatures,3,Erica Wheeler,Indiana Fever,
Signatures,5,Natasha Cloud,Phoenix Mercury,
Signatures,6,Katie Douglas,Indiana Fever,
Signatures,7,Gabby Williams,Seattle Storm,
Signatures,9,Nyara Sabally,New York Liberty,
Signatures,11,Rickea Jackson,Los Angeles Sparks,
Signatures,13,Diana Taurasi,Phoenix Mercury,
Signatures,14,Cameron Brink,Los Angeles Sparks,
Signatures,15,Betnijah Laney-Hamilton,New York Liberty,
Signatures,16,Kamilla Cardoso,Chicago Sky,
Signatures,17,Lou Lopez Senechal,Dallas Wings,
Signatures,18,Courtney Williams,Minnesota Lynx,
Signatures,19,Jackie Young,Las Vegas Aces,
Signatures,20,Alysha Clark,Las Vegas Aces,
Signatures,24,Caitlin Clark,Indiana Fever,
Signatures,25,A'ja Wilson,Las Vegas Aces,
Signatures,26,Alana Beard,Los Angeles Sparks,
Signatures,27,Breanna Stewart,New York Liberty,
Signatures,28,Nneka Ogwumike,Seattle Storm,
Signatures,29,Brittney Sykes,Washington Mystics,
Signatures,30,Jacy Sheldon,Dallas Wings,
Signatures,32,Zia Cooke,Los Angeles Sparks,
Signatures,35,Angel Reese,Chicago Sky,
Signatures,36,Jordin Canada,Atlanta Dream,
Signatures,37,Marina Mabrey,Connecticut Sun,
Signatures,39,Sophie Cunningham,Phoenix Mercury,
Signatures Prizms Blue,1,DiJonai Carrington,Connecticut Sun,/75
Signatures Prizms Blue,2,Sheryl Swoopes,Houston Comets,/75
Signatures Prizms Blue,3,Erica Wheeler,Indiana Fever,/75
Signatures Prizms Blue,5,Natasha Cloud,Phoenix Mercury,/75
Signatures Prizms Blue,6,Katie Douglas,Indiana Fever,/75
Signatures Prizms Blue,7,Gabby Williams,Seattle Storm,/75
Signatures Prizms Blue,9,Nyara Sabally,New York Liberty,/75
Signatures Prizms Blue,11,Rickea Jackson,Los Angeles Sparks,/75
Signatures Prizms Blue,13,Diana Taurasi,Phoenix Mercury,/75
Signatures Prizms Blue,14,Cameron Brink,Los Angeles Sparks,/75
Signatures Prizms Blue,15,Betnijah Laney-Hamilton,New York Liberty,/75
Signatures Prizms Blue,16,Kamilla Cardoso,Chicago Sky,/75
Signatures Prizms Blue,17,Lou Lopez Senechal,Dallas Wings,/75
Signatures Prizms Blue,18,Courtney Williams,Minnesota Lynx,/75
Signatures Prizms Blue,19,Jackie Young,Las Vegas Aces,/75
Signatures Prizms Blue,20,Alysha Clark,Las Vegas Aces,/75
Signatures Prizms Blue,24,Caitlin Clark,Indiana Fever,/75
Signatures Prizms Blue,25,A'ja Wilson,Las Vegas Aces,/75
Signatures Prizms Blue,26,Alana Beard,Los Angeles Sparks,/75
Signatures Prizms Blue,27,Breanna Stewart,New York Liberty,/75
Signatures Prizms Blue,28,Nneka Ogwumike,Seattle Storm,/75
Signatures Prizms Blue,29,Brittney Sykes,Washington Mystics,/75
Signatures Prizms Blue,30,Jacy Sheldon,Dallas Wings,/75
Signatures Prizms Blue,32,Zia Cooke,Los Angeles Sparks,/75
Signatures Prizms Blue,35,Angel Reese,Chicago Sky,/75
Signatures Prizms Blue,36,Jordin Canada,Atlanta Dream,/75
Signatures Prizms Blue,37,Marina Mabrey,Connecticut Sun,/75
Signatures Prizms Blue,38,Aaliyah Edwards,Washington Mystics,/75
Signatures Prizms Blue,39,Sophie Cunningham,Phoenix Mercury,/75
Signatures Prizms Blue,40,Marquesha Davis,New York Liberty,/75
Signatures Prizms Gold,1,DiJonai Carrington,Connecticut Sun,/10
Signatures Prizms Gold,2,Sheryl Swoopes,Houston Comets,/10
Signatures Prizms Gold,3,Erica Wheeler,Indiana Fever,/10
Signatures Prizms Gold,5,Natasha Cloud,Phoenix Mercury,/10
Signatures Prizms Gold,6,Katie Douglas,Indiana Fever,/10
Signatures Prizms Gold,7,Gabby Williams,Seattle Storm,/10
Signatures Prizms Gold,9,Nyara Sabally,New York Liberty,/10
Signatures Prizms Gold,10,Maddy Siegrist,Dallas Wings,/10
Signatures Prizms Gold,11,Rickea Jackson,Los Angeles Sparks,/10
Signatures Prizms Gold,13,Diana Taurasi,Phoenix Mercury,/10
Signatures Prizms Gold,14,Cameron Brink,Los Angeles Sparks,/10
Signatures Prizms Gold,15,Betnijah Laney-Hamilton,New York Liberty,/10
Signatures Prizms Gold,16,Kamilla Cardoso,Chicago Sky,/10
Signatures Prizms Gold,17,Lou Lopez Senechal,Dallas Wings,/10
Signatures Prizms Gold,18,Courtney Williams,Minnesota Lynx,/10
Signatures Prizms Gold,19,Jackie Young,Las Vegas Aces,/10
Signatures Prizms Gold,20,Alysha Clark,Las Vegas Aces,/10
Signatures Prizms Gold,22,Nika Muhl,Seattle Storm,/10
Signatures Prizms Gold,24,Caitlin Clark,Indiana Fever,/10
Signatures Prizms Gold,25,A'ja Wilson,Las Vegas Aces,/10
Signatures Prizms Gold,26,Alana Beard,Los Angeles Sparks,/10
Signatures Prizms Gold,27,Breanna Stewart,New York Liberty,/10
Signatures Prizms Gold,28,Nneka Ogwumike,Seattle Storm,/10
Signatures Prizms Gold,29,Brittney Sykes,Washington Mystics,/10
Signatures Prizms Gold,30,Jacy Sheldon,Dallas Wings,/10
Signatures Prizms Gold,32,Zia Cooke,Los Angeles Sparks,/10
Signatures Prizms Gold,34,Katie Lou Samuelson,Indiana Fever,/10
Signatures Prizms Gold,35,Angel Reese,Chicago Sky,/10
Signatures Prizms Gold,36,Jordin Canada,Atlanta Dream,/10
Signatures Prizms Gold,37,Marina Mabrey,Connecticut Sun,/10
Signatures Prizms Gold,38,Aaliyah Edwards,Washington Mystics,/10
Signatures Prizms Gold,39,Sophie Cunningham,Phoenix Mercury,/10
Signatures Prizms Gold,40,Marquesha Davis,New York Liberty,/10
Signatures Prizms Gold Vinyl,1,DiJonai Carrington,Connecticut Sun,1/1
Signatures Prizms Gold Vinyl,2,Sheryl Swoopes,Houston Comets,1/1
Signatures Prizms Gold Vinyl,3,Erica Wheeler,Indiana Fever,1/1
Signatures Prizms Gold Vinyl,5,Natasha Cloud,Phoenix Mercury,1/1
Signatures Prizms Gold Vinyl,6,Katie Douglas,Indiana Fever,1/1
Signatures Prizms Gold Vinyl,7,Gabby Williams,Seattle Storm,1/1
Signatures Prizms Gold Vinyl,9,Nyara Sabally,New York Liberty,1/1
Signatures Prizms Gold Vinyl,10,Maddy Siegrist,Dallas Wings,1/1
Signatures Prizms Gold Vinyl,11,Rickea Jackson,Los Angeles Sparks,1/1
Signatures Prizms Gold Vinyl,13,Diana Taurasi,Phoenix Mercury,1/1
Signatures Prizms Gold Vinyl,14,Cameron Brink,Los Angeles Sparks,1/1
Signatures Prizms Gold Vinyl,15,Betnijah Laney-Hamilton,New York Liberty,1/1
Signatures Prizms Gold Vinyl,16,Kamilla Cardoso,Chicago Sky,1/1
Signatures Prizms Gold Vinyl,17,Lou Lopez Senechal,Dallas Wings,1/1
Signatures Prizms Gold Vinyl,18,Courtney Williams,Minnesota Lynx,1/1
Signatures Prizms Gold Vinyl,19,Jackie Young,Las Vegas Aces,1/1
Signatures Prizms Gold Vinyl,20,Alysha Clark,Las Vegas Aces,1/1
Signatures Prizms Gold Vinyl,22,Nika Muhl,Seattle Storm,1/1
Signatures Prizms Gold Vinyl,24,Caitlin Clark,Indiana Fever,1/1
Signatures Prizms Gold Vinyl,25,A'ja Wilson,Las Vegas Aces,1/1
Signatures Prizms Gold Vinyl,26,Alana Beard,Los Angeles Sparks,1/1
Signatures Prizms Gold Vinyl,27,Breanna Stewart,New York Liberty,1/1
Signatures Prizms Gold Vinyl,28,Nneka Ogwumike,Seattle Storm,1/1
Signatures Prizms Gold Vinyl,29,Brittney Sykes,Washington Mystics,1/1
Signatures Prizms Gold Vinyl,30,Jacy Sheldon,Dallas Wings,1/1
Signatures Prizms Gold Vinyl,31,Arike Ogunbowale,Dallas Wings,1/1
Signatures Prizms Gold Vinyl,32,Zia Cooke,Los Angeles Sparks,1/1
Signatures Prizms Gold Vinyl,34,Katie Lou Samuelson,Indiana Fever,1/1
Signatures Prizms Gold Vinyl,35,Angel Reese,Chicago Sky,1/1
Signatures Prizms Gold Vinyl,36,Jordin Canada,Atlanta Dream,1/1
Signatures Prizms Gold Vinyl,37,Marina Mabrey,Connecticut Sun,1/1
Signatures Prizms Gold Vinyl,38,Aaliyah Edwards,Washington Mystics,1/1
Signatures Prizms Gold Vinyl,39,Sophie Cunningham,Phoenix Mercury,1/1
Signatures Prizms Gold Vinyl,40,Marquesha Davis,New York Liberty,1/1
Signatures Prizms Green,1,DiJonai Carrington,Connecticut Sun,
Signatures Prizms Green,2,Sheryl Swoopes,Houston Comets,
Signatures Prizms Green,3,Erica Wheeler,Indiana Fever,
Signatures Prizms Green,6,Katie Douglas,Indiana Fever,
Signatures Prizms Green,7,Gabby Williams,Seattle Storm,
Signatures Prizms Green,9,Nyara Sabally,New York Liberty,
Signatures Prizms Green,11,Rickea Jackson,Los Angeles Sparks,
Signatures Prizms Green,13,Diana Taurasi,Phoenix Mercury,
Signatures Prizms Green,14,Cameron Brink,Los Angeles Sparks,
Signatures Prizms Green,15,Betnijah Laney-Hamilton,New York Liberty,
Signatures Prizms Green,16,Kamilla Cardoso,Chicago Sky,
Signatures Prizms Green,17,Lou Lopez Senechal,Dallas Wings,
Signatures Prizms Green,18,Courtney Williams,Minnesota Lynx,
Signatures Prizms Green,19,Jackie Young,Las Vegas Aces,
Signatures Prizms Green,20,Alysha Clark,Las Vegas Aces,
Signatures Prizms Green,24,Caitlin Clark,Indiana Fever,
Signatures Prizms Green,25,A'ja Wilson,Las Vegas Aces,
Signatures Prizms Green,26,Alana Beard,Los Angeles Sparks,
Signatures Prizms Green,28,Nneka Ogwumike,Seattle Storm,
Signatures Prizms Green,29,Brittney Sykes,Washington Mystics,
Signatures Prizms Green,30,Jacy Sheldon,Dallas Wings,
Signatures Prizms Green,32,Zia Cooke,Los Angeles Sparks,
Signatures Prizms Green,35,Angel Reese,Chicago Sky,
Signatures Prizms Green,36,Jordin Canada,Atlanta Dream,
Signatures Prizms Green,37,Marina Mabrey,Connecticut Sun,
Signatures Prizms Green,38,Aaliyah Edwards,Washington Mystics,
Signatures Prizms Green,39,Sophie Cunningham,Phoenix Mercury,
Signatures Prizms Green,40,Marquesha Davis,New York Liberty,
Signatures Prizms Green Pulsar,1,DiJonai Carrington,Connecticut Sun,/25
Signatures Prizms Green Pulsar,2,Sheryl Swoopes,Houston Comets,/25
Signatures Prizms Green Pulsar,3,Erica Wheeler,Indiana Fever,/25
Signatures Prizms Green Pulsar,6,Katie Douglas,Indiana Fever,/25
Signatures Prizms Green Pulsar,7,Gabby Williams,Seattle Storm,/25
Signatures Prizms Green Pulsar,9,Nyara Sabally,New York Liberty,/25
Signatures Prizms Green Pulsar,11,Rickea Jackson,Los Angeles Sparks,/25
Signatures Prizms Green Pulsar,13,Diana Taurasi,Phoenix Mercury,/25
Signatures Prizms Green Pulsar,14,Cameron Brink,Los Angeles Sparks,/25
Signatures Prizms Green Pulsar,15,Betnijah Laney-Hamilton,New York Liberty,/25
Signatures Prizms Green Pulsar,17,Lou Lopez Senechal,Dallas Wings,/25
Signatures Prizms Green Pulsar,18,Courtney Williams,Minnesota Lynx,/25
Signatures Prizms Green Pulsar,19,Jackie Young,Las Vegas Aces,/25
Signatures Prizms Green Pulsar,20,Alysha Clark,Las Vegas Aces,/25
Signatures Prizms Green Pulsar,24,Caitlin Clark,Indiana Fever,/25
Signatures Prizms Green Pulsar,25,A'ja Wilson,Las Vegas Aces,/25
Signatures Prizms Green Pulsar,26,Alana Beard,Los Angeles Sparks,/25
Signatures Prizms Green Pulsar,28,Nneka Ogwumike,Seattle Storm,/25
Signatures Prizms Green Pulsar,29,Brittney Sykes,Washington Mystics,/25
Signatures Prizms Green Pulsar,30,Jacy Sheldon,Dallas Wings,/25
Signatures Prizms Green Pulsar,32,Zia Cooke,Los Angeles Sparks,/25
Signatures Prizms Green Pulsar,36,Jordin Canada,Atlanta Dream,/25
Signatures Prizms Green Pulsar,37,Marina Mabrey,Connecticut Sun,/25
Signatures Prizms Green Pulsar,39,Sophie Cunningham,Phoenix Mercury,/25
Signatures Prizms Green Pulsar,40,Marquesha Davis,New York Liberty,/25
Signatures Prizms Mojo,1,DiJonai Carrington,Connecticut Sun,/25
Signatures Prizms Mojo,2,Sheryl Swoopes,Houston Comets,/25
Signatures Prizms Mojo,3,Erica Wheeler,Indiana Fever,/25
Signatures Prizms Mojo,5,Natasha Cloud,Phoenix Mercury,/25
Signatures Prizms Mojo,6,Katie Douglas,Indiana Fever,/25
Signatures Prizms Mojo,7,Gabby Williams,Seattle Storm,/25
Signatures Prizms Mojo,9,Nyara Sabally,New York Liberty,/25
Signatures Prizms Mojo,11,Rickea Jackson,Los Angeles Sparks,/25
Signatures Prizms Mojo,13,Diana Taurasi,Phoenix Mercury,/25
Signatures Prizms Mojo,14,Cameron Brink,Los Angeles Sparks,/25
